2017_precip,2018_precip,2017_wind_speed_miles,2018_wind_speed_miles,2017_humidity,2018_humidity,2017_wind_degree,2018_wind_degree,2017_temp_F,2018_temp_F,2017_cloud_cover,2018_cloud_cover
0.2,0.0,8.0,5.0,79.0,54.0,239.0,231.0,70.0,86.0,70.0,86.0
0.1,0.0,9.0,6.0,77.0,70.0,240.0,244.0,70.0,77.0,70.0,77.0
0.1,0.0,6.0,6.0,78.0,76.0,225.0,244.0,73.0,74.0,73.0,74.0
0.0,0.1,6.0,7.0,76.0,73.0,248.0,224.0,75.0,73.0,75.0,73.0
0.0,0.1,6.0,7.0,77.0,75.0,248.0,233.0,74.0,67.0,74.0,67.0
0.0,0.0,6.0,5.0,76.0,67.0,252.0,258.0,74.0,75.0,74.0,75.0
0.0,0.0,6.0,4.0,64.0,55.0,252.0,263.0,81.0,81.0,81.0,81.0
0.0,0.0,6.0,6.0,52.0,54.0,251.0,262.0,89.0,82.0,89.0,82.0
0.0,0.0,6.0,6.0,47.0,59.0,243.0,247.0,88.0,79.0,88.0,79.0
0.0,0.0,6.0,6.0,68.0,53.0,241.0,257.0,79.0,83.0,79.0,83.0
0.0,0.0,7.0,6.0,74.0,58.0,237.0,251.0,76.0,82.0,76.0,82.0
0.0,0.1,7.0,5.0,72.0,70.0,236.0,236.0,74.0,79.0,74.0,79.0
0.0,1.4,6.0,5.0,73.0,70.0,241.0,254.0,76.0,76.0,76.0,76.0
0.0,2.4,6.0,5.0,75.0,72.0,238.0,257.0,75.0,77.0,75.0,77.0
0.0,0.0,6.0,6.0,72.0,72.0,237.0,253.0,76.0,76.0,76.0,76.0
0.0,0.0,5.0,6.0,61.0,73.0,238.0,245.0,83.0,74.0,83.0,74.0
0.0,0.0,6.0,5.0,44.0,70.0,249.0,249.0,90.0,78.0,90.0,78.0
0.0,0.1,7.0,5.0,55.0,73.0,247.0,246.0,81.0,78.0,81.0,78.0
0.1,0.1,8.0,5.0,76.0,73.0,240.0,242.0,69.0,79.0,69.0,79.0
0.0,0.0,6.0,5.0,71.0,69.0,238.0,246.0,77.0,80.0,77.0,80.0
0.0,0.0,6.0,5.0,71.0,67.0,237.0,251.0,74.0,79.0,74.0,79.0
0.0,0.0,6.0,6.0,67.0,68.0,235.0,249.0,78.0,79.0,78.0,79.0
0.0,0.0,4.0,6.0,59.0,73.0,226.0,251.0,84.0,78.0,84.0,78.0
0.0,0.0,5.0,6.0,60.0,67.0,242.0,253.0,84.0,79.0,84.0,79.0
0.0,0.0,5.0,6.0,71.0,70.0,237.0,249.0,76.0,78.0,76.0,78.0
0.0,0.0,5.0,5.0,72.0,64.0,252.0,251.0,76.0,84.0,76.0,84.0
0.0,0.1,5.0,6.0,72.0,75.0,258.0,243.0,78.0,78.0,78.0,78.0
0.0,0.0,5.0,6.0,63.0,77.0,239.0,246.0,82.0,74.0,82.0,74.0
0.0,0.1,6.0,5.0,68.0,72.0,236.0,242.0,77.0,79.0,77.0,79.0
0.0,0.1,5.0,5.0,73.0,76.0,241.0,242.0,75.0,76.0,75.0,76.0
0.1,0.0,5.0,5.0,71.0,72.0,247.0,243.0,78.0,78.0,78.0,78.0
0.0,0.0,5.0,5.0,66.0,73.0,248.0,238.0,79.0,77.0,79.0,77.0
0.0,0.2,4.0,6.0,61.0,76.0,240.0,241.0,84.0,75.0,84.0,75.0
0.0,0.1,4.0,5.0,57.0,74.0,251.0,235.0,85.0,74.0,85.0,74.0
0.1,0.0,5.0,4.0,53.0,65.0,244.0,232.0,80.0,80.0,80.0,80.0
1.2,0.0,4.0,6.0,62.0,53.0,247.0,253.0,79.0,83.0,79.0,83.0
0.3,0.0,6.0,5.0,71.0,65.0,244.0,246.0,77.0,78.0,77.0,78.0
0.4,0.0,6.0,5.0,76.0,56.0,246.0,252.0,74.0,84.0,74.0,84.0
0.3,0.0,7.0,5.0,79.0,68.0,244.0,240.0,73.0,77.0,73.0,77.0
0.1,0.1,6.0,4.0,79.0,70.0,242.0,234.0,74.0,79.0,74.0,79.0
0.2,0.0,7.0,4.0,82.0,61.0,238.0,242.0,69.0,83.0,69.0,83.0
0.1,0.0,6.0,5.0,79.0,59.0,241.0,237.0,74.0,83.0,74.0,83.0
0.1,0.0,5.0,6.0,75.0,59.0,238.0,235.0,77.0,80.0,77.0,80.0
0.1,0.0,6.0,5.0,76.0,66.0,234.0,235.0,73.0,81.0,73.0,81.0
0.1,0.1,7.0,6.0,78.0,78.0,233.0,241.0,73.0,73.0,73.0,73.0
0.1,0.0,8.0,8.0,82.0,81.0,231.0,244.0,63.0,69.0,63.0,69.0
0.1,0.2,7.0,8.0,77.0,81.0,228.0,249.0,69.0,70.0,69.0,70.0
0.1,0.1,5.0,6.0,74.0,78.0,233.0,253.0,74.0,74.0,74.0,74.0
0.0,0.1,5.0,4.0,74.0,68.0,247.0,247.0,77.0,80.0,77.0,80.0
0.0,0.0,5.0,4.0,75.0,56.0,250.0,243.0,78.0,83.0,78.0,83.0
0.1,0.0,6.0,5.0,78.0,68.0,240.0,238.0,75.0,77.0,75.0,77.0
0.1,0.0,6.0,6.0,75.0,75.0,239.0,232.0,75.0,72.0,75.0,72.0
0.9,0.2,6.0,7.0,82.0,81.0,246.0,237.0,72.0,67.0,72.0,67.0
0.0,0.1,5.0,6.0,75.0,78.0,257.0,243.0,77.0,71.0,77.0,71.0
0.1,0.1,6.0,7.0,78.0,78.0,244.0,248.0,75.0,69.0,75.0,69.0
0.1,0.1,6.0,6.0,78.0,78.0,236.0,244.0,72.0,71.0,72.0,71.0
0.1,0.1,4.0,5.0,71.0,73.0,242.0,239.0,77.0,76.0,77.0,76.0
0.0,0.1,4.0,6.0,55.0,76.0,246.0,238.0,88.0,71.0,88.0,71.0
0.0,0.2,4.0,7.0,50.0,80.0,247.0,230.0,91.0,68.0,91.0,68.0
0.0,0.1,5.0,6.0,56.0,78.0,244.0,235.0,89.0,67.0,89.0,67.0
0.0,0.0,5.0,6.0,72.0,73.0,239.0,222.0,76.0,72.0,76.0,72.0
0.1,0.3,5.0,6.0,72.0,74.0,240.0,247.0,76.0,71.0,76.0,71.0
0.0,0.1,3.0,5.0,51.0,74.0,224.0,249.0,88.0,76.0,88.0,76.0
0.0,0.0,3.0,5.0,25.0,74.0,181.0,239.0,97.0,75.0,97.0,75.0
0.0,0.0,3.0,5.0,29.0,70.0,199.0,233.0,99.0,79.0,99.0,79.0
0.0,0.1,4.0,5.0,38.0,76.0,223.0,242.0,91.0,75.0,91.0,75.0
0.2,0.1,5.0,5.0,61.0,77.0,238.0,247.0,77.0,75.0,77.0,75.0
0.9,0.1,5.0,6.0,75.0,80.0,263.0,245.0,82.0,71.0,82.0,71.0
0.3,0.1,5.0,5.0,77.0,75.0,248.0,251.0,78.0,73.0,78.0,73.0
0.1,0.0,6.0,4.0,76.0,66.0,236.0,242.0,73.0,79.0,73.0,79.0
1.4,0.0,5.0,5.0,77.0,63.0,248.0,246.0,76.0,80.0,76.0,80.0
0.8,0.0,4.0,5.0,74.0,67.0,232.0,243.0,78.0,78.0,78.0,78.0
0.0,0.0,3.0,4.0,55.0,65.0,224.0,241.0,88.0,78.0,88.0,78.0
2.7,0.0,4.0,6.0,55.0,62.0,235.0,247.0,86.0,75.0,86.0,75.0
0.1,0.0,5.0,7.0,70.0,72.0,240.0,258.0,81.0,68.0,81.0,68.0
1.1,0.0,7.0,7.0,81.0,71.0,238.0,250.0,69.0,69.0,69.0,69.0
0.1,0.0,8.0,5.0,72.0,70.0,244.0,243.0,69.0,71.0,69.0,71.0
0.0,0.0,5.0,8.0,70.0,74.0,250.0,252.0,73.0,68.0,73.0,68.0
0.0,0.0,4.0,5.0,70.0,71.0,240.0,250.0,75.0,71.0,75.0,71.0
0.0,0.1,5.0,6.0,74.0,77.0,236.0,242.0,73.0,69.0,73.0,69.0
0.0,0.1,9.0,5.0,77.0,75.0,255.0,235.0,71.0,69.0,71.0,69.0
0.0,0.0,6.0,4.0,62.0,68.0,287.0,243.0,72.0,75.0,72.0,75.0
0.0,0.0,9.0,3.0,73.0,44.0,260.0,253.0,70.0,81.0,70.0,81.0
0.0,0.0,8.0,3.0,61.0,45.0,281.0,223.0,67.0,80.0,67.0,80.0
0.0,0.0,3.0,4.0,61.0,63.0,269.0,247.0,70.0,75.0,70.0,75.0
0.0,0.0,5.0,4.0,43.0,65.0,317.0,236.0,75.0,74.0,75.0,74.0
0.0,0.0,3.0,3.0,42.0,60.0,256.0,216.0,77.0,80.0,77.0,80.0
0.0,0.0,3.0,4.0,44.0,65.0,240.0,239.0,79.0,78.0,79.0,78.0
0.0,0.0,3.0,3.0,39.0,62.0,194.0,229.0,83.0,81.0,83.0,81.0
0.0,0.0,3.0,4.0,39.0,70.0,163.0,242.0,83.0,77.0,83.0,77.0
0.0,0.2,4.0,6.0,50.0,82.0,257.0,243.0,82.0,65.0,82.0,65.0
0.0,0.1,6.0,6.0,76.0,76.0,248.0,210.0,71.0,69.0,71.0,69.0
0.0,0.2,5.0,4.0,68.0,72.0,266.0,202.0,74.0,73.0,74.0,73.0
0.0,0.5,5.0,3.0,49.0,69.0,295.0,217.0,75.0,73.0,75.0,73.0
0.0,2.2,6.0,4.0,41.0,72.0,297.0,159.0,74.0,77.0,74.0,77.0
0.0,1.1,4.0,6.0,51.0,85.0,241.0,235.0,71.0,65.0,71.0,65.0
0.0,0.0,3.0,8.0,50.0,84.0,240.0,236.0,74.0,61.0,74.0,61.0
0.0,0.0,3.0,6.0,38.0,76.0,231.0,264.0,76.0,65.0,76.0,65.0
0.0,0.0,4.0,8.0,33.0,70.0,243.0,287.0,79.0,69.0,79.0,69.0
0.0,0.0,4.0,13.0,49.0,40.0,227.0,177.0,79.0,79.0,79.0,79.0
0.0,0.0,6.0,7.0,47.0,44.0,231.0,163.0,76.0,74.0,76.0,74.0
0.0,0.0,5.0,7.0,29.0,80.0,138.0,189.0,76.0,64.0,76.0,64.0
0.0,0.0,3.0,8.0,46.0,82.0,163.0,209.0,75.0,61.0,75.0,61.0
0.0,0.0,5.0,5.0,53.0,83.0,287.0,279.0,69.0,63.0,69.0,63.0
0.0,0.0,5.0,5.0,37.0,63.0,269.0,191.0,70.0,73.0,70.0,73.0
0.0,0.0,3.0,6.0,46.0,74.0,299.0,241.0,71.0,64.0,71.0,64.0
0.0,0.0,4.0,5.0,35.0,60.0,80.0,155.0,73.0,73.0,73.0,73.0
0.0,0.0,4.0,10.0,30.0,29.0,63.0,116.0,77.0,74.0,77.0,74.0
0.0,0.0,3.0,5.0,32.0,63.0,139.0,214.0,78.0,67.0,78.0,67.0
0.0,0.0,2.0,4.0,37.0,76.0,209.0,148.0,77.0,67.0,77.0,67.0
0.0,0.0,4.0,4.0,64.0,79.0,239.0,212.0,71.0,66.0,71.0,66.0
0.4,0.0,8.0,4.0,81.0,71.0,229.0,146.0,63.0,73.0,63.0,73.0
0.1,0.0,7.0,5.0,69.0,78.0,271.0,175.0,62.0,68.0,62.0,68.0
0.0,0.0,4.0,6.0,65.0,87.0,290.0,277.0,66.0,61.0,66.0,61.0
0.0,0.0,3.0,6.0,68.0,86.0,306.0,256.0,71.0,59.0,71.0,59.0
0.0,0.4,3.0,6.0,51.0,83.0,82.0,263.0,80.0,62.0,80.0,62.0
0.0,0.0,4.0,5.0,43.0,85.0,132.0,249.0,83.0,64.0,83.0,64.0
0.0,0.0,2.0,4.0,45.0,83.0,152.0,233.0,81.0,67.0,81.0,67.0
0.0,0.0,2.0,5.0,43.0,78.0,199.0,203.0,81.0,70.0,81.0,70.0
0.0,0.0,2.0,5.0,46.0,86.0,265.0,253.0,80.0,65.0,80.0,65.0
0.0,0.5,3.0,7.0,64.0,83.0,239.0,260.0,74.0,65.0,74.0,65.0
0.0,0.0,4.0,9.0,78.0,63.0,234.0,305.0,67.0,65.0,67.0,65.0
0.1,0.0,8.0,8.0,81.0,52.0,233.0,306.0,59.0,69.0,59.0,69.0
0.0,0.0,3.0,5.0,73.0,49.0,234.0,211.0,66.0,70.0,66.0,70.0
0.0,0.0,3.0,4.0,70.0,63.0,233.0,131.0,65.0,74.0,65.0,74.0
0.0,0.0,3.0,3.0,69.0,76.0,226.0,221.0,64.0,70.0,64.0,70.0
0.0,0.0,6.0,4.0,70.0,67.0,161.0,205.0,63.0,70.0,63.0,70.0
0.0,0.0,6.0,4.0,67.0,74.0,245.0,248.0,60.0,65.0,60.0,65.0
0.0,0.0,6.0,4.0,66.0,72.0,266.0,284.0,58.0,67.0,58.0,67.0
0.0,0.0,3.0,3.0,68.0,59.0,225.0,207.0,61.0,67.0,61.0,67.0
0.0,0.0,3.0,3.0,60.0,50.0,77.0,125.0,63.0,68.0,63.0,68.0
0.2,0.0,7.0,8.0,71.0,31.0,162.0,36.0,62.0,68.0,62.0,68.0
0.0,0.0,6.0,6.0,80.0,33.0,201.0,80.0,64.0,66.0,64.0,66.0
0.8,0.0,5.0,4.0,82.0,41.0,205.0,75.0,63.0,64.0,63.0,64.0
0.0,0.0,2.0,7.0,80.0,33.0,258.0,48.0,63.0,65.0,63.0,65.0
0.0,0.0,3.0,6.0,77.0,39.0,200.0,56.0,62.0,67.0,62.0,67.0
0.0,0.0,5.0,5.0,80.0,47.0,198.0,50.0,64.0,63.0,64.0,63.0
0.0,0.0,3.0,4.0,66.0,45.0,300.0,116.0,63.0,64.0,63.0,64.0
0.0,0.0,5.0,4.0,66.0,49.0,149.0,82.0,60.0,63.0,60.0,63.0
0.1,0.0,5.0,4.0,90.0,53.0,244.0,95.0,59.0,62.0,59.0,62.0
0.0,0.0,5.0,4.0,65.0,78.0,163.0,131.0,59.0,56.0,59.0,56.0
0.0,0.0,3.0,3.0,52.0,81.0,96.0,165.0,60.0,57.0,60.0,57.0
0.0,0.0,2.0,4.0,61.0,63.0,129.0,75.0,60.0,59.0,60.0,59.0
0.0,0.0,3.0,4.0,69.0,72.0,91.0,119.0,61.0,57.0,61.0,57.0
0.0,10.1,4.0,11.0,75.0,88.0,67.0,152.0,66.0,54.0,66.0,54.0
0.0,2.6,3.0,11.0,80.0,93.0,83.0,203.0,67.0,52.0,67.0,52.0
0.0,17.1,2.0,12.0,82.0,99.0,277.0,229.0,67.0,55.0,67.0,55.0
0.0,2.1,3.0,5.0,81.0,94.0,244.0,246.0,68.0,57.0,68.0,57.0
0.0,0.0,3.0,2.0,74.0,91.0,89.0,215.0,68.0,59.0,68.0,59.0
0.0,0.0,9.0,3.0,81.0,83.0,199.0,57.0,62.0,59.0,62.0,59.0
0.7,5.3,6.0,6.0,67.0,96.0,304.0,193.0,58.0,57.0,58.0,57.0
0.0,5.2,3.0,7.0,71.0,94.0,287.0,192.0,60.0,55.0,60.0,55.0
0.0,14.2,2.0,15.0,68.0,91.0,142.0,237.0,61.0,52.0,61.0,52.0
0.0,0.0,2.0,11.0,54.0,78.0,140.0,296.0,62.0,52.0,62.0,52.0
0.0,3.8,2.0,11.0,71.0,83.0,246.0,271.0,60.0,50.0,60.0,50.0
0.0,0.0,3.0,6.0,71.0,76.0,139.0,128.0,58.0,50.0,58.0,50.0
0.0,0.0,8.0,7.0,58.0,75.0,236.0,58.0,56.0,52.0,56.0,52.0
0.0,3.7,11.0,10.0,34.0,80.0,56.0,64.0,60.0,50.0,60.0,50.0
0.0,1.4,3.0,11.0,36.0,87.0,125.0,51.0,62.0,50.0,62.0,50.0
0.0,0.0,5.0,7.0,45.0,79.0,78.0,49.0,60.0,55.0,60.0,55.0
0.0,0.0,5.0,3.0,44.0,76.0,98.0,43.0,62.0,53.0,62.0,53.0
0.0,0.0,4.0,5.0,47.0,81.0,81.0,52.0,61.0,53.0,61.0,53.0
0.0,0.0,5.0,3.0,45.0,85.0,75.0,53.0,61.0,53.0,61.0,53.0
0.0,0.4,6.0,4.0,48.0,88.0,80.0,127.0,61.0,50.0,61.0,50.0
0.0,0.0,5.0,4.0,46.0,81.0,84.0,200.0,61.0,53.0,61.0,53.0
0.0,0.0,3.0,6.0,44.0,78.0,86.0,170.0,61.0,56.0,61.0,56.0
0.0,0.0,2.0,6.0,48.0,66.0,147.0,64.0,59.0,53.0,59.0,53.0
0.0,3.6,3.0,7.0,53.0,77.0,78.0,133.0,62.0,53.0,62.0,53.0
0.0,4.0,3.0,5.0,65.0,88.0,144.0,144.0,58.0,57.0,58.0,57.0
0.0,14.5,13.0,10.0,41.0,86.0,338.0,164.0,61.0,56.0,61.0,56.0
0.0,1.2,4.0,5.0,38.0,85.0,38.0,244.0,60.0,53.0,60.0,53.0
0.0,0.0,3.0,3.0,49.0,91.0,68.0,206.0,58.0,55.0,58.0,55.0
0.0,0.0,4.0,4.0,63.0,91.0,166.0,56.0,58.0,57.0,58.0,57.0
0.0,0.0,9.0,3.0,59.0,90.0,299.0,117.0,54.0,54.0,54.0,54.0
0.0,1.2,5.0,5.0,43.0,88.0,113.0,198.0,54.0,53.0,54.0,53.0
0.0,0.0,3.0,4.0,47.0,80.0,67.0,86.0,52.0,53.0,52.0,53.0
0.0,0.3,3.0,3.0,54.0,85.0,65.0,232.0,54.0,53.0,54.0,53.0
0.0,1.3,2.0,9.0,53.0,95.0,128.0,194.0,52.0,53.0,52.0,53.0
0.0,0.8,2.0,9.0,48.0,75.0,178.0,312.0,58.0,52.0,58.0,52.0
0.0,0.0,2.0,5.0,62.0,74.0,178.0,297.0,58.0,54.0,58.0,54.0
0.0,0.0,2.0,9.0,74.0,71.0,181.0,283.0,58.0,52.0,58.0,52.0
0.0,0.0,3.0,9.0,67.0,52.0,62.0,21.0,60.0,53.0,60.0,53.0
0.0,0.0,3.0,3.0,71.0,59.0,104.0,121.0,59.0,53.0,59.0,53.0
0.0,0.0,3.0,4.0,70.0,79.0,67.0,176.0,59.0,53.0,59.0,53.0
0.0,0.0,2.0,9.0,74.0,56.0,114.0,117.0,57.0,53.0,57.0,53.0
